spec_id,mol_id,group_id
26540,19279,2839
13576,25706,1097
20267,1432,616
21760,4015,1828
36398,14647,3836
17084,20429,1367
11707,4305,942
15753,1435,1283
149,7881,25
30103,11008,3320
30821,7056,3385
3915,3035,350
24527,18239,2408
38070,9779,3964
24475,14557,2397
29937,7260,3308
2487,23165,220
11664,20246,939
21797,2932,1836
25701,18234,2662
22418,3244,1951
17855,6030,1420
33651,24701,3614
32134,18455,3506
21045,6158,1713
21754,4179,1826
29283,7976,3261
36229,25102,3825
26052,19335,2736
3764,3222,338
18076,11947,1435
29178,15600,3254
25250,18072,2566
20944,4222,1702
18336,25674,1453
29998,7265,3312
25970,19232,2718
13117,882,1064
22833,4027,2036
30573,6980,3359
27449,3013,3031
34850,4814,3708
13041,25751,1058
39570,13165,4066
8174,18803,676
8570,25555,706
3389,20415,307
27536,19211,3051
17872,2251,1421
11379,25812,915
2550,26289,226
34608,4825,3692
27642,3252,3073
8350,1208,690
37876,6600,3949
21253,19165,1732
38448,18289,3989
11554,179,928
14994,2801,1225
8810,3884,724
14452,14778,1186
16438,9504,1324
1791,11287,166
17799,16621,1417
8448,11191,697
27171,2954,2974
37604,18349,3929
11024,18745,888
21332,3183,1745
21914,18431,1851
34754,4747,3706
20258,1432,616
29154,19412,3252
25223,18140,2561
12914,26258,1046
30212,12495,3328
15411,3037,668
21718,3222,338
30779,7059,3383
38603,8237,4000
26636,19194,2860
14463,14778,1186
37760,24090,3941
25388,19217,2594
19777,25756,1551
13260,25712,1074
2835,22393,250
3400,20415,307
22375,18173,1942
19320,6197,1519
5781,26588,489
19184,4193,1510
17081,20429,1367
6712,18497,560
4143,921,370
15628,3188,1273
21764,2947,1829
19402,18699,1524
17437,13732,1393
3723,3273,334
17376,2018,1389
10267,19057,834
21333,3183,1745
29329,7983,3264
20657,18428,1646
37405,4985,3913
37404,2565,3912
39118,5678,4034
34569,4804,3689
9649,14704,788
15373,2353,1256
17450,13731,1394
6334,7696,534
14489,22037,1189
22289,18145,1926
14566,25677,1191
24715,3170,2448
27234,2968,2987
5711,18764,483
21832,18822,1842
8165,18803,676
22908,18169,2053
34670,4893,3699
16987,11304,1361
27242,19256,2989
7149,3890,593
11390,23556,917
13063,21699,1061
15414,3037,668
16437,9504,1324
1443,22392,142
35640,9464,3786
37893,25227,3950
25336,3226,2583
14681,16342,1197
18232,23235,1446
13526,25749,1096
9791,11167,798
37602,18349,3929
1445,22392,142
28434,3185,3163
37819,19353,3945
13332,25751,1058
19772,25756,1551
23474,18209,2178
21936,18867,1856
22600,18043,1987
21986,18865,1865
7046,7677,586
11475,168,923
31239,9135,3424
8444,20568,696
5179,19146,445
11684,6469,940
30778,7059,3383
20469,14585,1617
6243,10843,527
24189,6135,2334
27354,18106,3010
21658,18768,1806
11662,20246,939
25986,18102,2722
13427,25709,1086
21690,4018,1812
722,22337,85
26815,4186,2899
30357,22515,3341
24779,6217,2462
5044,3960,436
10258,19057,834
25189,14512,2555
23204,6250,2119
3052,19087,278
31081,7557,3412
23339,19247,2149
10021,3818,814
9827,9714,800
27483,4049,3039
36363,18278,3834
25457,18182,2609
34093,4309,3651
29689,1204,3292
35009,12588,3735
19025,24639,1498
6132,420,519
5749,21477,486
17400,2077,1391
38246,13518,3976
1198,14354,122
16553,1514,837
19803,25387,1553
6248,10843,527
34048,4306,3647
10062,19036,818
29939,7260,3308
11147,18808,898
16670,10285,1339
31611,21061,3456
16551,1514,837
93,7581,16
2876,9154,101
6894,24610,572
25257,19302,2568
30150,801,3323
9070,19021,745
36176,20476,3821
23650,18166,2216
11447,5023,919
20308,4923,1604
36448,19454,3839
26766,4017,2889
29768,17991,3297
29857,1206,3303
29785,14455,3298
12601,13806,1014
17810,16621,1417
3353,6106,301
17452,13731,1394
39720,13177,4078
35003,12588,3735
26007,14583,2726
26683,18118,2871
834,3056,91
15637,22015,1274
4175,26295,373
11654,11350,938
23096,19259,2095
24122,6165,2320
8614,24184,709
22843,19252,2038
27819,18162,3111
2882,7722,259
38341,11299,3982
38655,1594,4004
37412,4985,3913
27169,2954,2974
34074,4308,3650
7228,2984,602
17852,6030,1420
23833,3250,2255
14989,2801,1225
21929,4053,362
22647,19275,1998
10576,25430,857
28708,3218,3183
12230,16340,983
36188,16356,3822
3661,3891,330
33740,24699,3620
27445,4218,3030
6336,7696,534
39704,12228,4077
5512,18900,468
38408,5501,3986
14097,20557,1162
5187,19146,445
21550,18003,1783
11361,18758,914
37913,165,3952
19190,4193,1510
21191,19153,1726
27027,2945,2942
8257,18725,683
30139,801,3323
17557,20432,1401
39722,13177,4078
8617,24184,709
21923,18825,1854
27071,2964,2952
5770,1438,488
18732,18279,1480
2567,26256,227
24942,3192,2499
27452,3013,3031
17951,25255,1426
39518,23851,4062
26823,4187,2901
19807,25387,1553
5185,19146,445
15387,2362,667
29337,7956,3265
13551,25708,949
19416,18699,1524
11013,18745,888
35309,9256,3763
7101,7616,589
7962,9041,659
27291,18078,2997
23302,19225,2141
5780,1438,488
26937,4170,2924
35007,12588,3735
31812,14989,3475
30095,11008,3320
24247,6140,2346
23439,19262,2171
23003,18215,2074
22937,18101,2059
1408,22383,139
34609,4825,3692
3909,3035,350
4051,4053,362
6448,10549,541
17021,11302,1363
37679,16414,3935
2147,4892,193
28068,6152,3134
25702,18234,2662
26226,18008,2773
12068,20769,968
19740,25711,1076
3853,1461,345
14792,20771,1206
9088,6700,733
39022,4397,4029
36433,19454,3839
38728,18326,4009
5742,21477,486
1409,22383,139
832,3056,91
38459,18289,3989
37931,2332,3954
7796,18762,645
39116,5678,4034
22160,3920,1900
22058,3903,1878
13556,25706,1097
2828,22374,81
696,4265,83
28123,18395,3138
37779,21071,3942
3787,3897,340
19721,25711,1076
32700,22534,3546
21590,4210,1793
15720,9933,1280
20252,1432,616
12186,14701,979
20454,18734,1616
39651,5684,4074
8443,20568,696
23717,19210,2230
3666,3891,330
20984,6167,1708
22316,19208,1930
14695,16342,1197
23507,6257,2186
24020,6148,2296
9824,9714,800
38729,18326,4009
20076,21953,1584
28258,6164,3147
17639,1518,1406
29344,7956,3265
17392,23166,1390
11334,18750,913
14775,25176,1204
21717,3222,338
23562,14592,2197
38974,5349,4026
36287,17034,3829
10086,20777,820
12878,20943,1043
14299,25709,1086
24780,6217,2462
5813,4824,491
17953,25255,1426
20453,18734,1616
13242,25743,1072
24870,3173,2482
23473,18209,2178
21667,18429,1807
1317,23292,131
17320,18849,1384
38605,8237,4000
17180,19897,1375
3504,18898,317
38690,26148,4006
23266,19199,2133
20854,3035,350
27321,18259,3003
9979,26216,811
15809,18704,1288
20251,1439,1602
2367,2249,211
15987,18856,1295
7235,2984,602
24739,3199,2453
15712,9933,1280
31609,21061,3456
10199,4244,828
2845,22393,250
35239,18790,3758
37041,6964,3884
13319,25743,1072
28067,6152,3134
32130,18455,3506
845,7001,92
20987,6167,1708
16522,10396,1330
25111,14475,2537
17445,13731,1394
31083,7557,3412
18277,1759,1449
13769,20531,1122
4783,14684,417
33969,8568,3639
26737,18158,2882
12204,20779,981
5845,3317,494
21376,14494,1751
11258,18271,908
10007,8708,813
7308,6897,607
29611,10042,3285
30816,7056,3385
27081,2965,2954
29836,18274,3302
20632,18730,1644
13344,25751,1058
31697,12535,3464
29762,17991,3297
244,7929,33
21046,6158,1713
2371,2249,211
18341,25674,1453
17341,19459,1385
29701,1204,3292
8293,2664,686
13461,25712,1074
31013,8742,3406
10437,11877,848
23328,18123,2147
20845,19044,1681
3739,2996,336
28127,19172,3139
16907,9367,1356
25578,6254,2635
14912,1225,1218
21928,4053,362
8285,2664,686
21828,18822,1842
29280,7976,3261
39259,12864,4044
23726,18079,2232
7309,6897,607
37076,20744,3887
10694,25485,865
10083,20777,820
39571,13165,4066
27848,3901,3117
38776,10155,4012
29281,7976,3261
15767,1435,1283
34160,8378,3658
17925,14309,1425
23052,2994,2084
15874,18854,480
8170,18803,676
4179,26295,373
38555,18565,3996
29764,17991,3297
21361,14510,1749
31700,12535,3464
22726,19325,2015
14192,25709,1086
6213,22741,525
13329,25751,1058
37347,13203,3906
23959,4221,2282
4055,4053,362
32886,24697,3561
38585,18317,3999
6939,25765,576
36013,9851,3810
9795,11167,798
34668,4893,3699
564,23376,73
38134,3370,3968
37867,20938,3948
32697,22534,3546
10771,20259,870
34829,4755,3713
13026,25751,1058
26345,18005,2799
16327,18962,1316
31476,7385,3444
14794,20771,1206
10006,8708,813
3790,3897,340
23222,18109,2123
7981,19056,660
29148,19412,3252
33900,11810,3633
695,4265,83
27146,2931,2968
14256,24192,1177
6256,26519,528
31290,4285,3428
21892,14572,1849
27811,19271,3109
31567,25920,3452
15711,9933,1280
7259,18297,604
22213,3921,1912
11779,3729,947
22011,4225,1869
36109,16225,3816
8066,3037,668
39598,10192,4069
15010,19364,1227
18838,25048,1487
24061,6189,2306
18850,25048,1487
5670,18854,480
8696,24359,716
16923,26584,1357
21028,6173,1712
8248,18725,683
6624,7515,553
17679,11539,1408
3343,18724,300
37935,2332,3954
24717,3170,2448
22817,18153,2033
21762,4015,1828
25988,18102,2722
13560,25706,1097
6395,7878,538
20634,18730,1644
19399,18780,1523
28436,3185,3163
6532,22824,546
38079,14454,3965
19021,24639,1498
29910,18726,3306
15454,2316,1261
16371,5464,1318
20783,4075,1672
26647,18240,2863
23004,18215,2074
15630,3188,1273
22070,3909,1881
18792,14347,1484
7233,2984,602
8956,7386,735
9576,1995,783
37911,165,3952
21336,3155,1746
39525,23851,4062
17515,13525,1398
10827,22218,874
15180,19419,207
22654,18167,2000
17435,13732,1393
5120,3210,441
17981,20456,1429
12816,21133,1037
23774,19282,2242
35412,25627,3771
6929,14471,575
26693,19244,2873
25675,18247,2657
28214,6229,3144
19256,18804,1515
15369,2353,1256
14466,14778,1186
2070,4817,187
5784,26588,489
27360,14570,3012
37985,16271,3957
2595,22808,229
31133,13723,3416
9844,3948,802
2577,16226,228
8812,3884,724
13557,25706,1097
17259,22211,1380
19412,18699,1524
8351,1208,690
2551,26289,226
9794,11167,798
3300,22565,296
5534,25707,470
16831,944,1351
10015,8708,813
30732,24268,3379
2330,2243,208
21505,18235,1776
6907,22246,573
10496,8390,852
2585,22808,229
17182,19897,1375
8576,25555,706
17009,11302,1363
6247,10843,527
6825,18816,569
27024,2945,2942
21300,6218,1739
16895,9376,1355
11484,168,923
19845,5630,1556
22469,18241,1962
18466,16472,1461
22672,6214,2003
27957,18016,3124
20941,18835,1701
747,1292,87
38535,7267,3995
23968,3016,2284
3503,18898,317
6420,8065,539
23888,18243,2267
4157,897,372
28546,4167,3171
30389,7255,3344
3341,18724,300
5516,18900,468
36662,2132,3854
16973,6933,1360
6547,22532,548
14771,25176,1204
11074,18597,892
13558,25706,1097
31695,12535,3464
2556,26289,226
27661,14576,3077
21827,18822,1842
13320,25743,1072
19891,1941,1559
21337,3155,1746
34999,12588,3735
17160,22742,1373
21307,3177,1740
29992,7265,3312
24628,19164,2430
38034,13542,3962
21023,6173,1712
30818,7056,3385
23637,3034,2214
24254,6143,2348
27851,3901,3117
26169,18192,2763
39427,25420,4055
15816,18704,1288
30313,26525,3338
6946,25765,576
31605,21061,3456
19311,6197,1519
17438,13732,1393
34723,4844,3704
16887,9376,1355
5789,26588,489
17410,2077,1391
20792,4075,1672
21484,6256,1770
7226,2984,602
38409,5501,3986
16360,2252,1252
25276,18253,2571
35350,20006,3767
15858,18042,305
20385,12862,1611
16931,26584,1357
27428,18120,3026
38529,7267,3995
9678,7394,790
15998,18856,1295
2589,22808,229
29912,18726,3306
37853,20938,3948
271,7580,36
16190,25818,1308
25258,19302,2568
347,7807,44
25908,19350,2704
36253,10856,3827
16528,10396,1330
24084,6194,2311
16472,10406,1326
11476,168,923
28744,14487,3185
15222,20535,1245
25372,19326,2591
13778,20531,1122
15614,18823,1272
36618,2165,3851
31238,9135,3424
15017,19373,1228
33976,8568,3639
4030,18748,361
23348,18136,2151
38340,11299,3982
21532,18412,1781
21834,18822,1842
9062,19021,745
19293,18830,1517
8953,7386,735
21729,4150,1820
27935,6242,3123
8250,18725,683
21163,3237,1723
20940,18835,1701
38056,18288,3963
35311,9256,3763
2533,25500,224
18234,23235,1446
15083,9971,202
37818,19353,3945
27082,2965,2954
39037,7646,4031
2993,22579,272
23950,4220,2280
11364,18758,914
15673,23044,1277
38249,13518,3976
3652,19151,329
22853,18045,2041
11711,4305,942
35391,11898,3769
31320,20165,3430
27965,14593,3125
24973,14509,2506
18077,9569,1436
27548,18080,3053
2504,26076,222
2704,26059,238
17950,25255,1426
16068,3856,1300
38085,14454,3965
37441,14084,3916
18166,3735,1442
2596,22808,229
18465,16472,1461
14841,1470,1210
31973,1137,3486
23115,19187,2099
38681,26148,4006
11668,20246,939
20527,3896,1627
10780,20259,870
29392,7252,3270
2501,26076,222
23744,18203,2236
16604,7808,1334
9126,26778,747
21327,3180,1744
38082,14454,3965
11267,18271,908
17387,23166,1390
31047,13461,3408
14696,16342,1197
37039,6964,3884
38841,19896,4017
10128,14731,823
23560,14592,2197
28621,3232,3176
29264,19483,3260
16439,9504,1324
11072,18597,892
2587,22808,229
31601,21061,3456
36360,18278,3834
11437,5023,919
29457,22208,3275
37334,13203,3906
19917,1766,1562
5841,3317,494
9393,16532,769
21798,2932,1836
33745,24699,3620
16905,9367,1356
17806,16621,1417
17168,19897,1375
22271,4040,1923
17909,12642,1424
26274,18028,2783
28517,19181,3169
22225,3893,1914
7987,19056,660
38504,6673,3993
2844,22393,250
7090,7616,589
1897,22583,173
19393,18780,1523
38354,18609,3983
15942,18788,1293
25082,14504,2531
31576,25920,3452
30569,6980,3359
10268,19057,834
27494,4050,3041
1068,6780,112
15911,18885,713
2699,26059,238
35937,2417,3804
15800,18704,1288
7300,6897,607
29944,7260,3308
39383,17060,4051
14754,20765,1203
38350,11299,3982
35002,12588,3735
10441,11877,848
27827,19296,3113
26585,18104,2849
2458,3288,218
23814,18107,2251
31473,7385,3444
4457,20549,395
11806,25708,949
21331,3183,1745
38901,18863,4021
34897,1889,3723
3354,6106,301
21843,18820,1844
38479,1407,3991
156,7881,25
2290,5110,205
37173,18717,3894
29873,4244,828
11643,15272,937
6453,10549,541
16675,343,1340
28322,6188,3153
21637,19318,1804
27353,18106,3010
25080,14504,2531
17265,22211,1380
11342,18750,913
1191,2537,121
16313,10863,1315
26659,19220,2865
22669,6214,2003
28647,3247,3178
7937,18744,657
36324,5991,3831
25274,18253,2571
11477,168,923
31784,3887,3472
11834,19449,951
28633,3238,3177
1898,22583,173
20787,4075,1672
13455,25712,1074
36545,25016,3846
26511,19305,2833
24251,6143,2348
2597,22808,229
23791,6243,2246
16198,25818,1308
22947,3229,2061
24735,3199,2453
26282,18029,2785
37769,21071,3942
38769,10155,4012
16435,9504,1324
23441,19262,2171
25300,6219,2576
6796,22700,567
25984,18102,2722
9792,11167,798
11544,179,928
31317,20165,3430
25335,3226,2583
4162,897,372
25771,18165,2676
29854,1206,3303
6337,7696,534
17176,19897,1375
19163,18877,1508
32620,24708,3541
36106,16225,3816
11778,3729,947
4054,4053,362
3507,18898,317
3303,22565,296
20636,18730,1644
21628,18774,1802
37936,2332,3954
35357,20006,3767
1199,14354,122
10600,9182,859
6981,1268,580
10301,1514,837
38849,19896,4017
7293,3261,606
28252,6164,3147
21507,18235,1776
17499,14148,1397
22003,18230,1867
13019,5632,1056
27337,18174,3006
4725,22584,413
27107,2952,2960
38844,19896,4017
23480,19352,2180
20074,21953,1584
1653,19090,157
10088,20777,820
15826,18482,1290
11879,17047,955
25921,19278,2707
36184,16356,3822
38903,18863,4021
12526,13325,1007
29182,15600,3254
31032,21629,3407
23736,19308,2234
31086,7557,3412
15389,2362,667
25617,3263,2643
19916,1766,1562
21513,4232,1778
3168,17161,286
19195,4193,1510
12510,12508,1005
13346,25751,1058
26674,18221,2869
3401,20415,307
35419,25627,3771
32310,24707,3519
24529,18239,2408
17118,20444,1370
19900,1766,1562
22063,3908,1879
4453,20549,395
20245,1439,1602
10695,25485,865
13392,4243,1082
3670,3891,330
38059,18288,3963
11262,18271,908
17495,14148,1397
26050,19335,2736
38552,18565,3996
16019,19988,1297
11446,5023,919
30122,10982,3321
16599,7808,1334
12120,12909,973
15299,2252,1252
14067,20452,1160
37080,20744,3887
25802,19260,2684
17374,2018,1389
25334,3226,2583
10473,9519,850
17860,6030,1420
25307,6220,2577
9675,7394,790
25359,19191,2589
6919,14471,575
8618,24184,709
8668,18885,713
20260,1432,616
30314,26525,3338
35619,18657,3784
20098,21952,1588
36018,9851,3810
21403,14507,1758
6613,7515,553
11786,3729,947
20075,21953,1584
29135,19553,3250
4728,22584,413
19191,4193,1510
13770,20531,1122
15851,18042,305
2045,4810,185
11835,19449,951
21199,18220,1727
10388,19452,843
3049,19087,278
3487,4768,316
18283,1759,1449
21908,18404,1850
18322,17053,1452
37344,13203,3906
27257,19184,2992
693,4265,83
10297,1514,837
10261,19057,834
7302,6897,607
1891,22583,173
19849,5630,1556
25674,18247,2657
38193,15397,3972
2883,7722,259
8339,14460,689
26103,18124,2748
5745,21477,486
19394,18780,1523
12742,5408,1029
14793,20771,1206
26346,18005,2799
27726,18094,3091
20133,14892,1592
28134,19172,3139
8980,25480,737
10782,20259,870
20303,4923,1604
23095,19259,2095
22158,14531,1899
10135,14731,823
24045,6159,2302
25447,18154,2607
16126,2801,1225
17430,13732,1393
20881,18842,1689
35653,9464,3786
15464,3945,669
11268,18271,908
38166,15811,3970
10836,22218,874
36238,6460,3826
29602,10042,3285
16921,26584,1357
17322,18849,1384
751,1292,87
25882,19311,2698
34652,4886,194
12624,13465,1017
14768,25176,1204
19043,15927,1500
21873,19320,1847
2836,22393,250
17409,2077,1391
4062,2937,363
21348,3188,1273
23834,3250,2255
27316,19346,3002
36445,19454,3839
25385,19217,2594
14099,20557,1162
6553,22532,548
27991,18021,3128
21659,18768,1806
9069,19021,745
15559,3219,1268
6183,3414,523
13610,22371,1102
6915,22246,573
24958,14483,2503
16314,10863,1315
19381,18843,1522
26522,18200,2835
3175,17161,286
26943,4172,2926
22513,18132,1971
23026,18129,2079
28323,6188,3153
6136,420,519
27206,2933,2981
6823,18816,569
30137,801,3323
27128,14537,2964
17645,1518,1406
2833,22393,250
9841,10460,801
23221,18109,2123
15589,18826,1270
29338,7956,3265
24119,6142,2318
30574,6980,3359
6528,22824,546
37706,16417,3937
21112,6182,1718
25460,18182,2609
3302,22565,296
38606,8237,4000
10652,25947,862
21245,4208,1731
16972,6933,1360
22861,19205,2043
30142,801,3323
30735,24268,3379
19345,18042,305
10805,26375,872
668,22374,81
8254,18725,683
17790,15394,1416
12874,20943,1043
10393,19452,843
33746,24699,3620
20719,14582,1660
5175,19146,445
8573,25555,706
2820,23376,73
35036,8858,3738
24869,3173,2482
27924,21982,3122
26791,4155,2894
23420,18191,2167
6252,10843,527
5092,3882,439
23486,18265,2181
38846,19896,4017
8172,18803,676
31034,13461,3408
13474,1413,1090
39039,7646,4031
10022,3818,814
26836,4191,2903
22657,18167,2000
37470,5937,3919
21027,6173,1712
17079,20429,1367
21693,4156,1813
14911,1225,1218
23612,19249,2209
15008,19364,1227
23697,19185,2226
2485,23165,220
11669,20246,939
4033,18748,361
6401,7878,538
23456,18056,2174
16601,7808,1334
24874,3178,2484
39639,5684,4074
30397,7255,3344
33750,24699,3620
31017,8742,3406
26879,3221,2912
27070,2964,2952
13061,21699,1061
12961,12440,1050
14954,4304,1222
25299,6219,2576
12815,21133,1037
29781,14455,3298
26648,18240,2863
5509,18900,468
17563,20432,1401
11445,5023,919
20870,18834,1687
15839,18482,1290
33893,11810,3633
13280,25711,1076
10023,3818,814
21795,2932,1836
9658,14704,788
31109,24675,3414
33970,8568,3639
17559,20432,1401
16471,10406,1326
11798,25708,949
38487,1407,3991
24260,6138,2349
33834,25804,3628
6548,22532,548
22801,2989,2030
21855,18820,1844
21786,14538,1834
17150,22742,1373
23782,18175,2244
669,22374,81
28237,19149,3146
12181,14701,979
34930,1252,3727
27109,2952,2960
17991,20456,1429
17386,23166,1390
29996,7265,3312
29948,7260,3308
29989,7265,3312
25280,19276,2572
22761,18113,2022
10093,20777,820
33899,11810,3633
1321,23292,131
18388,15019,1456
805,4265,83
38630,6744,4002
1565,431,151
13290,25711,1076
23248,14579,2129
32007,10609,3489
36548,25016,3846
16593,7808,1334
32628,24708,3541
1993,16539,181
11670,20246,939
23459,19215,2175
12057,20769,968
22772,18127,2024
6621,7515,553
21701,4188,1815
38601,8237,4000
15196,7383,209
10433,11877,848
37356,20635,3907
21200,18220,1727
29260,19483,3260
34170,8378,3658
34209,8381,3661
10058,19036,818
38703,13994,4007
17556,20432,1401
38048,18288,3963
16443,9504,1324
30135,13516,3322
9654,14704,788
35408,6698,3770
16673,343,1340
24241,6175,2345
12075,20454,969
39111,5678,4034
22178,3889,1904
27800,3020,3107
12232,16340,983
29546,7264,3281
19411,18699,1524
17260,22211,1380
9840,10460,801
5126,3210,441
23338,19247,2149
14760,20765,1203
17020,11302,1363
34725,4844,3704
31857,15436,3478
22341,18201,1935
2564,26256,227
21948,18876,664
21519,3032,1779
2287,5110,205
35328,14321,3765
34337,3955,3670
200,7584,29
17017,11302,1363
39178,17055,4038
22391,6238,1945
11207,25548,904
37962,12493,3956
14859,24193,1213
9879,10774,805
37605,18349,3929
23875,19332,2265
18067,11947,1435
1183,2537,121
2068,4817,187
28215,6229,3144
20985,6167,1708
16338,18962,1316
8086,18737,670
39360,26059,238
11180,7883,902
10084,20777,820
22180,3889,1904
2588,22808,229
3754,3222,338
16600,7808,1334
9819,9714,800
21260,19165,1732
343,7807,44
6418,8065,539
22096,3930,1887
11649,11350,938
30213,12495,3328
28190,6145,3142
5856,664,495
21611,18769,1798
26156,19291,2760
25133,14496,2542
25431,2991,2604
25362,19191,2589
35611,18657,3784
27266,18050,2993
9890,10774,805
14762,20765,1203
23395,19272,2161
24671,3156,2439
32072,21959,3500
17406,2077,1391
17681,11539,1408
26900,4148,2917
24573,19160,2418
1501,23371,146
29837,18274,3302
26041,18068,2733
24142,6153,2324
1323,23292,131
18330,25674,1453
16685,343,1340
6940,25765,576
21780,2953,1833
38905,18863,4021
38087,14454,3965
22326,18077,1932
21726,4150,1820
10579,25430,857
16194,25818,1308
31242,9135,3424
24459,3235,2393
31796,14890,3474
29574,1105,3283
37313,18649,3904
22262,3933,1921
5754,21477,486
39006,4397,4029
2989,22579,272
37322,18649,3904
21391,14488,1755
25762,3031,2674
22059,3903,1878
35297,9256,3763
1655,19090,157
26824,4187,2901
21812,2937,363
6713,18497,560
17812,16621,1417
7482,15936,621
36317,5991,3831
11448,5023,919
35004,12588,3735
23796,6244,2247
34307,2152,3668
12908,26258,1046
35037,8858,3738
36241,6460,3826
27527,18052,3049
26515,19305,2833
17098,17025,1368
10500,8390,852
23022,19243,2078
26329,14561,2795
11234,19931,906
36549,25016,3846
22764,19242,2023
18469,16472,1461
19192,4193,1510
22438,14566,1955
7299,6897,607
7414,1432,616
11667,20246,939
12060,20769,968
11336,18750,913
16121,2801,1225
38051,18288,3963
3791,3897,340
25649,19201,2651
37374,11020,3910
4967,6791,430
11796,25708,949
37675,16414,3935
20785,4075,1672
30134,13516,3322
24961,14483,2503
12879,20943,1043
22536,3011,1975
21308,3177,1740
15294,2252,1252
20970,6179,1706
34886,1251,3721
5850,664,495
23607,18126,2208
25225,18140,2561
30094,11008,3320
14808,16343,1207
16922,26584,1357
17011,11302,1363
16828,944,1351
16444,9504,1324
39854,12727,4085
3435,8347,310
21317,14547,1741
2296,5110,205
9655,14704,788
35332,14321,3765
38551,18565,3996
30209,12495,3328
33091,24695,3575
17124,20444,1370
6182,3414,523
16199,25818,1308
15659,22015,1274
30761,7564,3381
30819,7056,3385
4458,20549,395
25991,18110,2723
15812,18704,1288
33838,25804,3628
6062,25262,513
17403,2077,1391
6219,22741,525
17255,22211,1380
14798,16343,1207
16840,944,1351
148,7881,25
16554,1514,837
8919,6700,733
26697,18131,2874
28218,6229,3144
21113,6182,1718
6791,22700,567
15220,20535,1245
13259,25712,1074
16655,16551,1338
3654,19151,329
37406,4985,3913
21043,6158,1713
18367,4673,1455
27828,19296,3113
5771,1438,488
19020,24639,1498
6986,1268,580
21940,18873,1857
798,4265,83
15596,18826,1270
23933,19245,2277
37874,6600,3949
30393,7255,3344
1824,8389,168
13541,25708,949
39606,10192,4069
659,22374,81
22060,3908,1879
19897,1766,1562
34174,8378,3658
20422,9562,1614
17024,11302,1363
37892,25227,3950
38483,1407,3991
22535,3011,1975
6416,8065,539
10435,11877,848
20789,4075,1672
8541,18561,703
35421,25627,3771
31572,25920,3452
22627,19301,1993
31907,25974,3482
2708,26059,238
34657,4886,194
29537,7264,3281
37168,18717,3894
13324,25743,1072
25838,19206,2690
11242,19931,906
3051,19087,278
21865,19320,1847
14786,20771,1206
6983,1268,580
12732,5408,1029
568,6046,74
6943,25765,576
31821,14989,3475
28792,18087,3188
29181,15600,3254
23938,18134,2278
14992,2801,1225
11682,6469,940
26144,19273,2757
37169,18717,3894
10599,9182,859
10440,11877,848
38037,13542,3962
719,22337,85
10444,11877,848
35642,9464,3786
13553,25708,949
17640,1518,1406
13307,25743,1072
2574,26256,227
25978,19239,2720
11681,6469,940
27788,3019,3105
18041,18951,1433
18661,11697,1475
8011,3898,662
14757,20765,1203
16968,6933,1360
17651,1518,1406
6987,1268,580
19073,15928,1501
34161,8378,3658
10727,8619,867
37399,2565,3912
23145,19310,2107
21656,18768,1806
22829,4027,2036
37338,13203,3906
22050,3902,1876
8005,3898,662
23648,18166,2216
12564,14081,1010
21482,6256,1770
8492,22274,699
18233,23235,1446
11552,179,928
13544,25708,949
30131,13516,3322
8453,11191,697
13251,25712,1074
28335,18394,3154
15718,9933,1280
21257,19165,1732
2454,3288,218
22812,19263,2032
16991,11304,1361
21556,18036,1785
8392,11189,693
38649,1594,4004
17874,2251,1421
17077,20429,1367
27069,2964,2952
29185,15600,3254
8162,18803,676
21866,19320,1847
7282,3261,606
16053,16343,1207
8933,6700,733
37518,4092,3923
20654,23864,1645
24894,3181,2488
18572,19541,1469
12070,20454,969
36414,10209,3837
23114,19187,2099
37781,21071,3942
16025,19988,1297
21576,14737,1790
15625,3188,1273
31604,21061,3456
20247,1439,1602
38566,7569,3997
17120,20444,1370
15439,2316,1261
20428,9562,1614
19486,20898,1527
18246,16335,1201
17650,1518,1406
37396,2565,3912
15717,9933,1280
23972,3016,2284
21777,6209,1832
38035,13542,3962
35423,25627,3771
37959,12493,3956
37317,18649,3904
37517,4092,3923
4020,3277,358
26716,3007,2878
14486,22037,1189
11685,6469,940
29905,18726,3306
8252,18725,683
38652,1594,4004
38281,12939,3978
27847,3901,3117
23606,18126,2208
10714,15046,866
16602,7808,1334
346,7807,44
20954,18837,1704
12507,12508,1005
8612,24184,709
27519,19186,3047
10387,19452,843
17764,26539,1414
21243,4208,1731
22204,3918,1910
23924,18121,2275
21773,2966,1831
34788,4814,3708
26533,19344,2837
14756,20765,1203
27207,2933,2981
34088,4309,3651
749,1292,87
7287,3261,606
31321,20165,3430
35405,6698,3770
10269,19057,834
14860,24193,1213
8459,11191,697
22770,18127,2024
31240,9135,3424
11232,19931,906
11509,1888,925
17949,25255,1426
22191,3912,1907
39706,12228,4077
37519,4092,3923
30571,6980,3359
10427,11862,847
11270,18271,908
14194,25709,1086
12622,13465,1017
31316,20165,3430
15803,18704,1288
6901,24610,572
9685,23910,791
2711,26059,238
37949,214,3955
11269,18271,908
19255,18804,1515
19182,4193,1510
19883,1941,1559
6705,18497,560
5119,3210,441
36226,25102,3825
13252,25712,1074
23508,6257,2186
11705,4305,942
24685,3159,2442
20934,18228,1700
24698,3160,2444
38456,18289,3989
20066,21953,1584
15610,18823,1272
16680,343,1340
39851,12727,4085
